Date,Strategy,Bitcoin
6/17/21,41091.01,53274.65
6/18/21,40189.71,50095.58
6/19/21,40251.24,49625.5
6/20/21,40249.03,49788.34
6/21/21,40246.82,44206.44
6/22/21,40244.62,45466.01
6/23/21,40242.41,47100.22
6/24/21,40240.21,48477.81
6/25/21,40238,44172.2
6/26/21,40235.8,45150.06
6/27/21,40233.59,48529.91
6/28/21,40231.39,48242.58
6/29/21,40229.19,50224.09
6/30/21,40226.98,49011.93
7/1/21,39491.36,46857.74
7/2/21,39714.92,47251.93
7/3/21,39628.74,48486.26
7/4/21,40172.1,49349.69
7/5/21,39597.27,47117.1
7/6/21,40170.4,47858.15
7/7/21,40141.28,47357.62
7/8/21,39230.02,45978.08
7/9/21,39368.45,47292.85
7/10/21,39200.12,46855.19
7/11/21,39334.45,47912.66
7/12/21,38254.73,46273.07
7/13/21,38166.24,45773.98
7/14/21,38606.9,45900.2
7/15/21,38604.79,44585.54
7/16/21,38602.67,43891.68
7/17/21,38600.56,44082.16
7/18/21,38598.44,44443.67
7/19/21,38596.33,43130.57
7/20/21,38594.21,41663.08
7/21/21,38592.1,44955.47
7/22/21,38589.98,45155.91
7/23/21,38587.87,47038.71
7/24/21,39220.31,47911.47
7/25/21,39744.28,49481.87
7/26/21,40763.38,52078.37
7/27/21,42101.72,55183.52
7/28/21,42349.14,55969.06
7/29/21,42762.16,55964.76
7/30/21,44098.14,59027.41
7/31/21,44126.27,57986.14
8/1/21,43562.77,55725.55
8/2/21,43520.7,54749.9
8/3/21,42626.34,53434.19
8/4/21,44368.17,55554.56
8/5/21,45356.14,57147.9
8/6/21,46498.6,59909.19
8/7/21,48527.08,62336.6
8/8/21,47495.7,61248.3
8/9/21,49222.44,64687.36
8/10/21,48859.47,63752.56
8/11/21,48916.92,63649.08
8/12/21,47915.67,62093.9
8/13/21,50637.65,66850.34
8/14/21,50063.43,65827.32
8/15/21,50230.81,65694.89
8/16/21,49038.09,64194.91
8/17/21,47902.28,62509.2
8/18/21,47917.15,62522.26
8/19/21,49574.78,65396.72
8/20/21,51085.32,68979.58
8/21/21,50594.48,68279.47
8/22/21,50827.47,68863.15
8/23/21,51316.61,69212.27
8/24/21,49885.45,66674.14
8/25/21,50672.89,68491.28
8/26/21,49188.11,65513.15
8/27/21,50157.88,68626.35
8/28/21,50037.33,68382.24
8/29/21,49883.1,68203.89
8/30/21,49240.11,65707.61
8/31/21,50272.95,65872.61
9/1/21,52068.38,68263.6
9/2/21,51682.08,68873.53
9/3/21,52681.41,69925.93
9/4/21,52396,69809.15
9/5/21,53341.85,72384.21
9/6/21,53536.69,73652.71
9/7/21,49191.93,65540.93
9/8/21,49220.32,64400.53
9/9/21,48796.89,64885.59
9/10/21,49014.22,62725.91
9/11/21,49011.54,63177.34
9/12/21,49008.85,64368.26
9/13/21,49006.17,62851.53
9/14/21,49003.48,65887.47
9/15/21,49000.8,67299.85
9/16/21,48843.31,66763.38
9/17/21,48142.54,66151.04
9/18/21,48185.43,67539.46
9/19/21,47853.74,66069.61
9/20/21,47389.53,60159.18
9/21/21,47386.93,56968.77
9/22/21,47384.33,60897.6
9/23/21,47381.74,62745.98
9/24/21,47379.14,59872.41
9/25/21,47376.54,59676.71
9/26/21,47373.95,60362.36
9/27/21,47371.35,58944.87
9/28/21,47368.76,57377.37
9/29/21,47366.16,58073.48
9/30/21,47363.57,61289.88
10/1/21,47360.97,67328.1
10/2/21,47554.11,66619.44
10/3/21,47894.25,67409.77
10/4/21,48143.36,68843.18
10/5/21,49538.11,71985.78
10/6/21,51216.09,77360.39
10/7/21,50704.97,75220.93
10/8/21,50661.46,75453.38
10/9/21,51075.26,76849.53
10/10/21,50295.49,76442.95
10/11/21,51868.84,80376.14
10/12/21,51118.35,78314.1
10/13/21,52102.08,80230.2
10/14/21,53374.73,80203.54
10/15/21,55248,86251.51
10/16/21,54805.06,85137.09
10/17/21,55102.7,86050
10/18/21,54859.94,86723.41
10/19/21,56198.29,89899.15
10/20/21,57937.06,92305.79
10/21/21,56182.93,86979.78
10/22/21,55326.4,84875.07
10/23/21,56320.45,85712.14
10/24/21,55825.61,85104.43
10/25/21,57162.87,88218.37
10/26/21,55845.05,84372.42
10/27/21,54324.9,81693.69
10/28/21,55866.16,84717.97
10/29/21,56567.76,87064.47
10/30/21,56048.98,86512.72
10/31/21,55716.18,85730.39
11/1/21,55711.79,85186.79
11/2/21,56838.47,88415.86
11/3/21,56756.62,87963.41
11/4/21,55987.64,85863.54
11/5/21,55603.74,85223.17
11/6/21,55949.61,85969.27
11/7/21,56908.99,88490.82
11/8/21,59049.11,94437.76
11/9/21,58566.69,93629.16
11/10/21,57512.8,90740.85
11/11/21,57820.85,90589.57
11/12/21,57404.87,89677.68
11/13/21,57403,90038.18
11/14/21,57696.26,91631.26
11/15/21,56842.37,88956.74
11/16/21,54335.6,83994.9
11/17/21,53781.43,84394.88
11/18/21,53778.49,79565.36
11/19/21,53775.54,81188.54
11/20/21,53772.59,83503.5
11/21/21,54297.33,81985.4
11/22/21,54294.35,78664.08
11/23/21,54291.38,80473.92
11/24/21,54288.4,79910.34
11/25/21,54285.43,82458.58
11/26/21,54282.45,75138.85
11/27/21,54279.48,76529.7
11/28/21,54276.51,80101.37
11/29/21,54273.53,80802.55
11/30/21,54804.12,79647.79
12/1/21,54642.88,79974.36
12/2/21,54399.66,78990.17
12/3/21,53405.43,74963.36
12/4/21,53069.5,68741.83
12/5/21,52954.18,69082.88
12/6/21,52951.28,70545.18
12/7/21,52948.37,70750.81
12/8/21,53377.46,70586.12
12/9/21,52195.86,66494.54
12/10/21,52399.04,65928.06
12/11/21,52396.17,69074.01
12/12/21,52393.3,70002.52
12/13/21,52390.43,65315.79
12/14/21,52387.56,67610.14
12/15/21,52384.69,68339.76
12/16/21,52381.82,66615.92
12/17/21,52378.95,64516.45
12/18/21,52376.08,65500.02
12/19/21,52373.21,65285.69
12/20/21,52370.34,65611.46
12/21/21,52367.47,68374.59
12/22/21,52364.6,67952.62
12/23/21,52361.73,71100.25
12/24/21,52945.58,71073.94
12/25/21,52983.73,70486.08
12/26/21,52991.74,71011.69
12/27/21,52858.54,70908.13
12/28/21,50761.56,66491.95
12/29/21,50385.86,64982.81
12/30/21,50314.25,65900.55
12/31/21,50311.49,64636.35
1/1/22,50308.73,66742.16
1/2/22,50305.98,66131.74
1/3/22,50303.22,64956.85
1/4/22,50300.46,64098.02
1/5/22,50297.71,60768.26
1/6/22,50294.95,60252.45
1/7/22,50292.2,58132.5
1/8/22,50289.44,58290.9
1/9/22,50286.68,58549.46
1/10/22,50283.93,58490.54
1/11/22,50281.17,59758.74
1/12/22,50278.42,61399.75
1/13/22,50275.66,59522.13
1/14/22,50272.91,60221.19
1/15/22,50270.15,60255.22
1/16/22,50267.4,60237.56
1/17/22,50264.65,59020.77
1/18/22,50261.89,59231.25
1/19/22,50259.14,58263.3
1/20/22,50256.38,56893.99
1/21/22,50253.63,50970.32
1/22/22,50250.88,49048.88
1/23/22,50248.12,50689.55
1/24/22,50245.37,51271.07
1/25/22,50242.62,51687.79
1/26/22,50239.86,51479.43
1/27/22,50237.11,51969.99
1/28/22,50234.36,52748.22
1/29/22,50231.6,53377.96
1/30/22,50228.85,52979.26
1/31/22,50226.1,53797.6
2/1/22,50223.35,54116.04
2/2/22,50220.6,51601.14
2/3/22,50217.84,52181.88
2/4/22,50215.09,58143.36
2/5/22,50260.48,57875.32
2/6/22,50888.9,59271.46
2/7/22,51913.29,61312.1
2/8/22,51886.67,61596
2/9/22,52626.96,62057.14
2/10/22,51447.1,60830.23
2/11/22,50278.32,59261.47
2/12/22,50167.16,59043.49
2/13/22,49864.13,58813.84
2/14/22,50351.57,59488.33
2/15/22,52428.1,62297.89
2/16/22,51853.5,61359.05
2/17/22,49337.35,56662.94
2/18/22,49299.56,55905.96
2/19/22,49296.86,56052.43
2/20/22,49294.16,53685.71
2/21/22,49291.46,51757.49
2/22/22,49288.76,53466.75
2/23/22,49286.06,52095.73
2/24/22,49283.35,53602.24
2/25/22,49280.65,54849.68
2/26/22,49277.95,54706.4
2/27/22,49275.25,52723.76
2/28/22,49272.55,60361.1
3/1/22,49649.08,62124.95
3/2/22,49507.56,61386.21
3/3/22,48387.61,59373.73
3/4/22,46024.43,54751.07
3/5/22,46061.52,55099.73
3/6/22,46063.4,53733.14
3/7/22,46060.87,53127.84
3/8/22,46058.35,54166.44
3/9/22,46055.83,58657.27
3/10/22,45393.39,55133.35
3/11/22,45112.54,54164.96
3/12/22,45280.15,54273.75
3/13/22,45277.67,52833.22
3/14/22,45275.19,55482.11
3/15/22,45272.71,54935.22
3/16/22,45270.23,57499.69
3/17/22,45409.05,57225.43
3/18/22,46287.01,58399.66
3/19/22,46515.44,59020.08
3/20/22,45757.43,57706.82
3/21/22,45768.5,57343.4
3/22/22,46658.84,59248.05
3/23/22,47143.5,59973.37
3/24/22,47899.84,61523.94
3/25/22,48853.39,61973.85
3/26/22,49103.82,62250.91
3/27/22,50631.42,65490.62
3/28/22,50893.27,65902.42
3/29/22,51282.78,66339.59
3/30/22,51078.5,65826.59
3/31/22,50052.04,63648.15
4/1/22,51052.74,64729.44
4/2/22,50819.94,64068.64
4/3/22,51362.76,64902.66
4/4/22,51417.73,65144.83
4/5/22,50546.11,63630.27
4/6/22,48675.86,60375.75
4/7/22,48869.52,60758.56
4/8/22,49008.83,59091.24
4/9/22,49006.15,59793.25
4/10/22,49003.46,58960.95
4/11/22,49000.78,55285.02
4/12/22,48998.09,56046.52
4/13/22,48995.41,57546.94
4/14/22,48992.72,55861.12
4/15/22,48990.04,56713.56
4/16/22,48987.35,56471.35
4/17/22,48984.67,55491.55
4/18/22,48981.99,57062.12
4/19/22,48979.3,58029.98
4/20/22,48976.62,57841.2
4/21/22,48973.94,56613.02
4/22/22,48971.25,55534.98
4/23/22,48968.57,55160.76
4/24/22,48965.88,55172.69
4/25/22,48963.2,56537.6
4/26/22,48960.52,53302.17
4/27/22,48957.84,53302.17
4/28/22,48955.15,54872.83
4/29/22,48952.47,55580.98
4/30/22,48949.79,53978.31
5/1/22,48947.11,52628.28
5/2/22,48944.42,53799.63
5/3/22,48941.74,53879.08
5/4/22,48939.06,52765.55
5/5/22,48936.38,55508.16
5/6/22,48933.7,51120.89
5/7/22,48931.02,50366.8
5/8/22,48928.34,49609.65
5/9/22,48925.65,47604.16
